trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
63_4_5012_0_06:45,06:45:00,06:45:00,16963,1,1
63_4_5012_0_06:45,06:46:00,06:46:00,16962,2,0
63_4_5012_0_06:45,06:46:00,06:46:00,17372,3,0
63_4_5012_0_06:45,06:47:00,06:47:00,17371,4,0
63_4_5012_0_06:45,06:48:00,06:48:00,16961,5,0
63_4_5012_0_06:45,06:49:00,06:49:00,17370,6,0
63_4_5012_0_06:45,06:51:00,06:51:00,16960,7,0
63_4_5012_0_06:45,06:53:00,06:53:00,16959,8,0
63_4_5012_0_06:45,06:54:00,06:54:00,17369,9,0
63_4_5012_0_06:45,06:55:00,06:55:00,16848,10,0
63_4_5012_0_06:45,06:55:00,06:55:00,17368,11,0
63_4_5012_0_06:45,06:56:00,06:56:00,16959,12,0
63_4_5012_0_06:45,06:57:00,06:57:00,17367,13,0
63_4_5012_0_06:45,06:58:00,06:58:00,17366,14,0
63_4_5012_0_06:45,06:59:00,06:59:00,16958,15,0
63_4_5012_0_06:45,07:02:00,07:02:00,16957,16,0
63_4_5012_0_06:45,07:04:00,07:04:00,16847,17,0
63_4_5012_0_06:45,07:06:00,07:06:00,16957,18,0
63_4_5012_0_06:45,07:09:00,07:09:00,16956,19,0
63_4_5012_0_06:45,07:13:00,07:13:00,16851,20,0
63_4_5012_0_06:45,07:14:00,07:14:00,16947,21,0
63_4_5012_0_06:45,07:15:00,07:15:00,16945,22,0
63_4_5012_0_06:45,07:16:00,07:16:00,16947,23,0
63_4_5012_0_06:45,07:18:00,07:18:00,17351,24,0
63_4_5012_0_06:45,07:20:00,07:20:00,16955,25,0
63_4_5012_0_06:45,07:22:00,07:22:00,17350,26,0
63_4_5012_0_06:45,07:23:00,07:23:00,17349,27,0
63_4_5012_0_06:45,07:24:00,07:24:00,17348,28,0
63_4_5012_0_06:45,07:35:00,07:35:00,16831,29,0
63_4_5012_0_06:45,07:36:00,07:36:00,17347,30,0
63_4_5012_0_06:45,07:37:00,07:37:00,17365,31,0
63_4_5012_0_06:45,07:37:00,07:37:00,17064,32,0
63_4_5012_0_06:45,07:37:00,07:37:00,16954,33,0
63_4_5012_0_06:45,07:40:00,07:40:00,17364,34,0
63_4_5012_0_06:45,07:43:00,07:43:00,16953,35,0
63_4_5012_0_06:45,07:43:00,07:43:00,17363,36,0
63_4_5012_0_06:45,07:45:00,07:45:00,16952,37,0
63_4_5012_0_06:45,07:46:00,07:46:00,17359,38,0
63_4_5012_0_06:45,07:48:00,07:48:00,17357,39,0
63_4_5012_0_06:45,07:49:00,07:49:00,17358,40,0
63_4_5012_0_06:45,07:55:00,07:55:00,16816,41,1
63_4_5012_0_07:10,07:10:00,07:10:00,16963,1,1
63_4_5012_0_07:10,07:11:00,07:11:00,16962,2,0
63_4_5012_0_07:10,07:11:00,07:11:00,17372,3,0
63_4_5012_0_07:10,07:12:00,07:12:00,17371,4,0
63_4_5012_0_07:10,07:13:00,07:13:00,16961,5,0
63_4_5012_0_07:10,07:14:00,07:14:00,17370,6,0
63_4_5012_0_07:10,07:16:00,07:16:00,16960,7,0
63_4_5012_0_07:10,07:18:00,07:18:00,16959,8,0
63_4_5012_0_07:10,07:19:00,07:19:00,17369,9,0
63_4_5012_0_07:10,07:20:00,07:20:00,16848,10,0
63_4_5012_0_07:10,07:20:00,07:20:00,17368,11,0
63_4_5012_0_07:10,07:21:00,07:21:00,16959,12,0
63_4_5012_0_07:10,07:22:00,07:22:00,17367,13,0
63_4_5012_0_07:10,07:23:00,07:23:00,17366,14,0
63_4_5012_0_07:10,07:24:00,07:24:00,16958,15,0
63_4_5012_0_07:10,07:27:00,07:27:00,16957,16,0
63_4_5012_0_07:10,07:29:00,07:29:00,16847,17,0
63_4_5012_0_07:10,07:31:00,07:31:00,16957,18,0
63_4_5012_0_07:10,07:34:00,07:34:00,16956,19,0
63_4_5012_0_07:10,07:38:00,07:38:00,16851,20,0
63_4_5012_0_07:10,07:39:00,07:39:00,16947,21,0
63_4_5012_0_07:10,07:40:00,07:40:00,16945,22,0
63_4_5012_0_07:10,07:42:00,07:42:00,16947,23,0
63_4_5012_0_07:10,07:42:00,07:42:00,17351,24,0
63_4_5012_0_07:10,07:46:00,07:46:00,16955,25,0
63_4_5012_0_07:10,07:47:00,07:47:00,17350,26,0
63_4_5012_0_07:10,07:49:00,07:49:00,17349,27,0
63_4_5012_0_07:10,07:50:00,07:50:00,17348,28,0
63_4_5012_0_07:10,07:51:00,07:51:00,16831,29,1
63_4_5012_1_08:30,08:30:00,08:30:00,16816,1,1
63_4_5012_1_08:30,08:31:00,08:31:00,17358,2,0
63_4_5012_1_08:30,08:32:00,08:32:00,17357,3,0
63_4_5012_1_08:30,08:34:00,08:34:00,16940,4,0
63_4_5012_1_08:30,08:40:00,08:40:00,16952,5,0
63_4_5012_1_08:30,08:43:00,08:43:00,17363,6,0
63_4_5012_1_08:30,08:45:00,08:45:00,16953,7,0
63_4_5012_1_08:30,08:48:00,08:48:00,17364,8,0
63_4_5012_1_08:30,08:51:00,08:51:00,16954,9,0
63_4_5012_1_08:30,08:54:00,08:54:00,17064,10,0
63_4_5012_1_08:30,08:56:00,08:56:00,17365,11,0
63_4_5012_1_08:30,08:59:00,08:59:00,17347,12,0
63_4_5012_1_08:30,09:00:00,09:00:00,16831,13,1
63_4_5012_1_17:00,17:00:00,17:00:00,16816,1,1
63_4_5012_1_17:00,17:01:00,17:01:00,17358,2,0
63_4_5012_1_17:00,17:02:00,17:02:00,17357,3,0
63_4_5012_1_17:00,17:04:00,17:04:00,16940,4,0
63_4_5012_1_17:00,17:10:00,17:10:00,16952,5,0
63_4_5012_1_17:00,17:13:00,17:13:00,17363,6,0
63_4_5012_1_17:00,17:15:00,17:15:00,16953,7,0
63_4_5012_1_17:00,17:18:00,17:18:00,17364,8,0
63_4_5012_1_17:00,17:21:00,17:21:00,16954,9,0
63_4_5012_1_17:00,17:24:00,17:24:00,17064,10,0
63_4_5012_1_17:00,17:26:00,17:26:00,17365,11,0
63_4_5012_1_17:00,17:29:00,17:29:00,17347,12,0
63_4_5012_1_17:00,18:30:00,18:30:00,16831,13,0
63_4_5012_1_17:00,18:31:00,18:31:00,17348,14,0
63_4_5012_1_17:00,18:32:00,18:32:00,17349,15,0
63_4_5012_1_17:00,18:34:00,18:34:00,17350,16,0
63_4_5012_1_17:00,18:50:00,18:50:00,16955,17,0
63_4_5012_1_17:00,18:53:00,18:53:00,17351,18,0
63_4_5012_1_17:00,18:54:00,18:54:00,16947,19,0
63_4_5012_1_17:00,18:56:00,18:56:00,16945,20,0
63_4_5012_1_17:00,18:57:00,18:57:00,16947,21,0
63_4_5012_1_17:00,18:58:00,18:58:00,16851,22,0
63_4_5012_1_17:00,19:02:00,19:02:00,16956,23,0
63_4_5012_1_17:00,19:05:00,19:05:00,16957,24,0
63_4_5012_1_17:00,19:07:00,19:07:00,16847,25,0
63_4_5012_1_17:00,19:09:00,19:09:00,16957,26,0
63_4_5012_1_17:00,19:12:00,19:12:00,16958,27,0
63_4_5012_1_17:00,19:13:00,19:13:00,17366,28,0
63_4_5012_1_17:00,19:14:00,19:14:00,17367,29,0
63_4_5012_1_17:00,19:15:00,19:15:00,16959,30,0
63_4_5012_1_17:00,19:16:00,19:16:00,17368,31,0
63_4_5012_1_17:00,19:16:00,19:16:00,16848,32,0
63_4_5012_1_17:00,19:17:00,19:17:00,17369,33,0
63_4_5012_1_17:00,19:18:00,19:18:00,16959,34,0
63_4_5012_1_17:00,19:20:00,19:20:00,16960,35,0
63_4_5012_1_17:00,19:22:00,19:22:00,17370,36,0
63_4_5012_1_17:00,19:23:00,19:23:00,16961,37,0
63_4_5012_1_17:00,19:24:00,19:24:00,17371,38,0
63_4_5012_1_17:00,19:25:00,19:25:00,17372,39,0
63_4_5012_1_17:00,19:25:00,19:25:00,16962,40,0
63_4_5012_1_17:00,19:26:00,19:26:00,16963,41,1
63_4_5012_1_17:10,17:10:00,17:10:00,16816,1,1
63_4_5012_1_17:10,17:11:00,17:11:00,17358,2,0
63_4_5012_1_17:10,17:12:00,17:12:00,17357,3,0
63_4_5012_1_17:10,17:14:00,17:14:00,16940,4,0
63_4_5012_1_17:10,17:20:00,17:20:00,16952,5,0
63_4_5012_1_17:10,17:23:00,17:23:00,17363,6,0
63_4_5012_1_17:10,17:25:00,17:25:00,16953,7,0
63_4_5012_1_17:10,17:28:00,17:28:00,17364,8,0
63_4_5012_1_17:10,17:31:00,17:31:00,16954,9,0
63_4_5012_1_17:10,17:34:00,17:34:00,17064,10,0
63_4_5012_1_17:10,17:36:00,17:36:00,17365,11,0
63_4_5012_1_17:10,17:39:00,17:39:00,17347,12,0
63_4_5012_1_17:10,17:45:00,17:45:00,16831,13,0
63_4_5012_1_17:10,17:46:00,17:46:00,17348,14,0
63_4_5012_1_17:10,17:47:00,17:47:00,17349,15,0
63_4_5012_1_17:10,17:49:00,17:49:00,17350,16,0
63_4_5012_1_17:10,17:50:00,17:50:00,16955,17,0
63_4_5012_1_17:10,17:52:00,17:52:00,17351,18,0
63_4_5012_1_17:10,17:54:00,17:54:00,16947,19,0
63_4_5012_1_17:10,18:01:00,18:01:00,16945,20,0
63_4_5012_1_17:10,18:02:00,18:02:00,16947,21,0
63_4_5012_1_17:10,18:03:00,18:03:00,16851,22,0
63_4_5012_1_17:10,18:07:00,18:07:00,16956,23,0
63_4_5012_1_17:10,18:10:00,18:10:00,16957,24,0
63_4_5012_1_17:10,18:12:00,18:12:00,16847,25,0
63_4_5012_1_17:10,18:14:00,18:14:00,16957,26,0
63_4_5012_1_17:10,18:17:00,18:17:00,16958,27,0
63_4_5012_1_17:10,18:18:00,18:18:00,17366,28,0
63_4_5012_1_17:10,18:19:00,18:19:00,17367,29,0
63_4_5012_1_17:10,18:20:00,18:20:00,16959,30,0
63_4_5012_1_17:10,18:21:00,18:21:00,17368,31,0
63_4_5012_1_17:10,18:21:00,18:21:00,16848,32,0
63_4_5012_1_17:10,18:22:00,18:22:00,17369,33,0
63_4_5012_1_17:10,18:23:00,18:23:00,16959,34,0
63_4_5012_1_17:10,18:25:00,18:25:00,16960,35,0
63_4_5012_1_17:10,18:27:00,18:27:00,17370,36,0
63_4_5012_1_17:10,18:28:00,18:28:00,16961,37,0
63_4_5012_1_17:10,18:29:00,18:29:00,17371,38,0
63_4_5012_1_17:10,18:30:00,18:30:00,17372,39,0
63_4_5012_1_17:10,18:30:00,18:30:00,16962,40,0
63_4_5012_1_17:10,18:31:00,18:31:00,16963,41,1
63_4_5015_1_07:22,07:22:00,07:22:00,17119,1,1
63_4_5015_1_07:22,07:25:00,07:25:00,16845,2,0
63_4_5015_1_07:22,07:26:00,07:26:00,17168,3,0
63_4_5015_1_07:22,07:28:00,07:28:00,16866,4,0
63_4_5015_1_07:22,07:34:00,07:34:00,17167,5,0
63_4_5015_1_07:22,07:35:00,07:35:00,16833,6,0
63_4_5015_1_07:22,07:36:00,07:36:00,17166,7,0
63_4_5015_1_07:22,07:38:00,07:38:00,16867,8,0
63_4_5015_1_07:22,07:40:00,07:40:00,17165,9,0
63_4_5015_1_07:22,07:41:00,07:41:00,17164,10,0
63_4_5015_1_07:22,07:42:00,07:42:00,17163,11,0
63_4_5015_1_07:22,07:44:00,07:44:00,16868,12,0
63_4_5015_1_07:22,07:46:00,07:46:00,17162,13,0
63_4_5015_1_07:22,07:47:00,07:47:00,17287,14,0
63_4_5015_1_07:22,07:48:00,07:48:00,17288,15,0
63_4_5015_1_07:22,07:49:00,07:49:00,17289,16,0
63_4_5015_1_07:22,07:50:00,07:50:00,17290,17,0
63_4_5015_1_07:22,07:51:00,07:51:00,16815,18,1
63_4_5015_1_07:27,07:27:00,07:27:00,17119,1,1
63_4_5015_1_07:27,07:30:00,07:30:00,16845,2,0
63_4_5015_1_07:27,07:31:00,07:31:00,17168,3,0
63_4_5015_1_07:27,07:33:00,07:33:00,16866,4,0
63_4_5015_1_07:27,07:39:00,07:39:00,17167,5,0
63_4_5015_1_07:27,07:40:00,07:40:00,16833,6,0
63_4_5015_1_07:27,07:41:00,07:41:00,17166,7,0
63_4_5015_1_07:27,07:43:00,07:43:00,16867,8,0
63_4_5015_1_07:27,07:45:00,07:45:00,17165,9,0
63_4_5015_1_07:27,07:46:00,07:46:00,17164,10,0
63_4_5015_1_07:27,07:47:00,07:47:00,17163,11,0
63_4_5015_1_07:27,07:49:00,07:49:00,16868,12,0
63_4_5015_1_07:27,07:51:00,07:51:00,17162,13,0
63_4_5015_1_07:27,07:52:00,07:52:00,17287,14,0
63_4_5015_1_07:27,07:53:00,07:53:00,17288,15,0
63_4_5015_1_07:27,07:54:00,07:54:00,17289,16,0
63_4_5015_1_07:27,07:55:00,07:55:00,17290,17,0
63_4_5015_1_07:27,07:56:00,07:56:00,16815,18,1
63_4_5015_1_07:40,07:40:00,07:40:00,17119,1,1
63_4_5015_1_07:40,07:43:00,07:43:00,16845,2,0
63_4_5015_1_07:40,07:44:00,07:44:00,17168,3,0
63_4_5015_1_07:40,07:46:00,07:46:00,16866,4,0
63_4_5015_1_07:40,07:52:00,07:52:00,17167,5,0
63_4_5015_1_07:40,07:53:00,07:53:00,16833,6,1
63_4_5015_1_08:12,08:12:00,08:12:00,17119,1,1
63_4_5015_1_08:12,08:15:00,08:15:00,16845,2,0
63_4_5015_1_08:12,08:16:00,08:16:00,17168,3,0
63_4_5015_1_08:12,08:18:00,08:18:00,16866,4,0
63_4_5015_1_08:12,08:24:00,08:24:00,17167,5,0
63_4_5015_1_08:12,08:25:00,08:25:00,16833,6,0
63_4_5015_1_08:12,08:26:00,08:26:00,17166,7,0
63_4_5015_1_08:12,08:28:00,08:28:00,16867,8,0
63_4_5015_1_08:12,08:30:00,08:30:00,17165,9,0
63_4_5015_1_08:12,08:31:00,08:31:00,17164,10,0
63_4_5015_1_08:12,08:32:00,08:32:00,17163,11,0
63_4_5015_1_08:12,08:34:00,08:34:00,16868,12,0
63_4_5015_1_08:12,08:35:00,08:35:00,17162,13,0
63_4_5015_1_08:12,08:35:00,08:35:00,17287,14,0
63_4_5015_1_08:12,08:35:00,08:35:00,17288,15,0
63_4_5015_1_08:12,08:36:00,08:36:00,17289,16,0
63_4_5015_1_08:12,08:36:00,08:36:00,17290,17,0
63_4_5015_1_08:12,08:41:00,08:41:00,16815,18,1
63_4_5015_1_08:12,08:12:00,08:12:00,17119,1,1
63_4_5015_1_08:12,08:15:00,08:15:00,16845,2,0
63_4_5015_1_08:12,08:16:00,08:16:00,17168,3,0
63_4_5015_1_08:12,08:18:00,08:18:00,16866,4,0
63_4_5015_1_08:12,08:24:00,08:24:00,17167,5,0
63_4_5015_1_08:12,08:25:00,08:25:00,16833,6,1
63_4_5015_1_12:44,12:44:00,12:44:00,17119,1,1
63_4_5015_1_12:44,12:47:00,12:47:00,16845,2,0
63_4_5015_1_12:44,12:48:00,12:48:00,17168,3,0
63_4_5015_1_12:44,12:50:00,12:50:00,16866,4,0
63_4_5015_1_12:44,12:56:00,12:56:00,17167,5,0
63_4_5015_1_12:44,12:57:00,12:57:00,16833,6,1
63_4_5015_1_13:15,13:15:00,13:15:00,17119,1,1
63_4_5015_1_13:15,13:18:00,13:18:00,16845,2,0
63_4_5015_1_13:15,13:19:00,13:19:00,17168,3,0
63_4_5015_1_13:15,13:21:00,13:21:00,16866,4,0
63_4_5015_1_13:15,13:27:00,13:27:00,17167,5,0
63_4_5015_1_13:15,13:28:00,13:28:00,16833,6,0
63_4_5015_1_13:15,13:29:00,13:29:00,17166,7,0
63_4_5015_1_13:15,13:31:00,13:31:00,16867,8,0
63_4_5015_1_13:15,13:33:00,13:33:00,17165,9,0
63_4_5015_1_13:15,13:34:00,13:34:00,17164,10,0
63_4_5015_1_13:15,13:35:00,13:35:00,17163,11,0
63_4_5015_1_13:15,13:37:00,13:37:00,16868,12,0
63_4_5015_1_13:15,13:38:00,13:38:00,17162,13,0
63_4_5015_1_13:15,13:38:00,13:38:00,17287,14,0
63_4_5015_1_13:15,13:38:00,13:38:00,17288,15,0
63_4_5015_1_13:15,13:38:00,13:38:00,17289,16,0
63_4_5015_1_13:15,13:39:00,13:39:00,17290,17,0
63_4_5015_1_13:15,13:39:00,13:39:00,16815,18,1
63_4_5015_1_13:50,13:50:00,13:50:00,16838,1,1
63_4_5015_1_13:50,13:51:00,13:51:00,17225,2,0
63_4_5015_1_13:50,13:58:00,13:58:00,16873,3,0
63_4_5015_1_13:50,13:59:00,13:59:00,17226,4,0
63_4_5015_1_13:50,14:00:00,14:00:00,16872,5,0
63_4_5015_1_13:50,14:01:00,14:01:00,17229,6,0
63_4_5015_1_13:50,14:02:00,14:02:00,16871,7,0
63_4_5015_1_13:50,14:05:00,14:05:00,17108,8,0
63_4_5015_1_13:50,14:08:00,14:08:00,17084,9,0
63_4_5015_1_13:50,14:10:00,14:10:00,16837,10,0
63_4_5015_1_13:50,14:15:00,14:15:00,17170,11,0
63_4_5015_1_13:50,14:16:00,14:16:00,17171,12,0
63_4_5015_1_13:50,14:17:00,14:17:00,17172,13,0
63_4_5015_1_13:50,14:18:00,14:18:00,16836,14,1
63_4_5015_1_14:15,14:15:00,14:15:00,16837,1,1
63_4_5015_1_14:15,14:40:00,14:40:00,17170,2,0
63_4_5015_1_14:15,14:41:00,14:41:00,17171,3,0
63_4_5015_1_14:15,14:42:00,14:42:00,17172,4,0
63_4_5015_1_14:15,14:43:00,14:43:00,16836,5,1
63_4_5015_1_14:27,14:27:00,14:27:00,17119,1,1
63_4_5015_1_14:27,14:30:00,14:30:00,16845,2,0
63_4_5015_1_14:27,14:31:00,14:31:00,17168,3,0
63_4_5015_1_14:27,14:33:00,14:33:00,16866,4,0
63_4_5015_1_14:27,14:39:00,14:39:00,17167,5,0
63_4_5015_1_14:27,14:40:00,14:40:00,16833,6,0
63_4_5015_1_14:27,14:41:00,14:41:00,17166,7,0
63_4_5015_1_14:27,14:43:00,14:43:00,16867,8,0
63_4_5015_1_14:27,14:45:00,14:45:00,17165,9,0
63_4_5015_1_14:27,14:46:00,14:46:00,17164,10,0
63_4_5015_1_14:27,14:47:00,14:47:00,17163,11,0
63_4_5015_1_14:27,14:49:00,14:49:00,16868,12,0
63_4_5015_1_14:27,14:51:00,14:51:00,17162,13,0
63_4_5015_1_14:27,14:52:00,14:52:00,17287,14,0
63_4_5015_1_14:27,14:53:00,14:53:00,17288,15,0
63_4_5015_1_14:27,14:54:00,14:54:00,17289,16,0
63_4_5015_1_14:27,14:55:00,14:55:00,17290,17,0
63_4_5015_1_14:27,14:56:00,14:56:00,16815,18,1
63_4_5015_0_08:35,08:35:00,08:35:00,16836,1,1
63_4_5015_0_08:35,08:36:00,08:36:00,17172,2,0
63_4_5015_0_08:35,08:37:00,08:37:00,17171,3,0
63_4_5015_0_08:35,08:38:00,08:38:00,17170,4,0
63_4_5015_0_08:35,08:43:00,08:43:00,16837,5,0
63_4_5015_0_08:35,08:57:00,08:57:00,17225,6,0
63_4_5015_0_08:35,08:58:00,08:58:00,16838,7,1
63_4_5015_0_12:15,12:15:00,12:15:00,16815,1,1
63_4_5015_0_12:15,12:16:00,12:16:00,17287,2,0
63_4_5015_0_12:15,12:20:00,12:20:00,17162,3,0
63_4_5015_0_12:15,12:22:00,12:22:00,16868,4,0
63_4_5015_0_12:15,12:24:00,12:24:00,17163,5,0
63_4_5015_0_12:15,12:25:00,12:25:00,17164,6,0
63_4_5015_0_12:15,12:26:00,12:26:00,17165,7,0
63_4_5015_0_12:15,12:28:00,12:28:00,16867,8,0
63_4_5015_0_12:15,12:30:00,12:30:00,17166,9,0
63_4_5015_0_12:15,12:31:00,12:31:00,16833,10,0
63_4_5015_0_12:15,12:32:00,12:32:00,17167,11,0
63_4_5015_0_12:15,12:38:00,12:38:00,16866,12,0
63_4_5015_0_12:15,12:40:00,12:40:00,17168,13,0
63_4_5015_0_12:15,12:41:00,12:41:00,16845,14,0
63_4_5015_0_12:15,12:44:00,12:44:00,17119,15,1
63_4_5015_0_12:50,12:50:00,12:50:00,16815,1,1
63_4_5015_0_12:50,12:51:00,12:51:00,17287,2,0
63_4_5015_0_12:50,12:55:00,12:55:00,17162,3,0
63_4_5015_0_12:50,12:57:00,12:57:00,16868,4,0
63_4_5015_0_12:50,12:59:00,12:59:00,17163,5,0
63_4_5015_0_12:50,13:00:00,13:00:00,17164,6,0
63_4_5015_0_12:50,13:01:00,13:01:00,17165,7,0
63_4_5015_0_12:50,13:03:00,13:03:00,16867,8,0
63_4_5015_0_12:50,13:05:00,13:05:00,17166,9,0
63_4_5015_0_12:50,13:06:00,13:06:00,16833,10,0
63_4_5015_0_12:50,13:07:00,13:07:00,17167,11,0
63_4_5015_0_12:50,13:13:00,13:13:00,16866,12,0
63_4_5015_0_12:50,13:15:00,13:15:00,17168,13,0
63_4_5015_0_12:50,13:16:00,13:16:00,16845,14,0
63_4_5015_0_12:50,13:19:00,13:19:00,17119,15,1
63_4_5015_0_13:15,13:15:00,13:15:00,16833,1,1
63_4_5015_0_13:15,13:16:00,13:16:00,17167,2,0
63_4_5015_0_13:15,13:22:00,13:22:00,16866,3,0
63_4_5015_0_13:15,13:24:00,13:24:00,17168,4,0
63_4_5015_0_13:15,13:25:00,13:25:00,16845,5,0
63_4_5015_0_13:15,13:28:00,13:28:00,17119,6,1
63_4_5015_0_14:00,14:00:00,14:00:00,16836,1,1
63_4_5015_0_14:00,14:21:00,14:21:00,17172,2,0
63_4_5015_0_14:00,14:22:00,14:22:00,17171,3,0
63_4_5015_0_14:00,14:23:00,14:23:00,17170,4,0
63_4_5015_0_14:00,14:28:00,14:28:00,16837,5,1
63_4_5015_0_14:20,14:20:00,14:20:00,16836,1,1
63_4_5015_0_14:20,14:21:00,14:21:00,17172,2,0
63_4_5015_0_14:20,14:22:00,14:22:00,17171,3,0
63_4_5015_0_14:20,14:23:00,14:23:00,17170,4,0
63_4_5015_0_14:20,14:28:00,14:28:00,16837,5,1
63_4_5015_0_17:30,17:30:00,17:30:00,16815,1,1
63_4_5015_0_17:30,17:31:00,17:31:00,17287,2,0
63_4_5015_0_17:30,17:35:00,17:35:00,17162,3,0
63_4_5015_0_17:30,17:37:00,17:37:00,16868,4,0
63_4_5015_0_17:30,17:39:00,17:39:00,17163,5,0
63_4_5015_0_17:30,17:40:00,17:40:00,17164,6,0
63_4_5015_0_17:30,17:41:00,17:41:00,17165,7,0
63_4_5015_0_17:30,17:43:00,17:43:00,16867,8,0
63_4_5015_0_17:30,17:45:00,17:45:00,17166,9,0
63_4_5015_0_17:30,17:46:00,17:46:00,16833,10,0
63_4_5015_0_17:30,17:47:00,17:47:00,17167,11,0
63_4_5015_0_17:30,17:53:00,17:53:00,16866,12,0
63_4_5015_0_17:30,17:55:00,17:55:00,17168,13,0
63_4_5015_0_17:30,17:56:00,17:56:00,16845,14,0
63_4_5015_0_17:30,17:59:00,17:59:00,17119,15,1
63_4_5015_0_17:45,17:45:00,17:45:00,16815,1,1
63_4_5015_0_17:45,17:46:00,17:46:00,17287,2,0
63_4_5015_0_17:45,17:50:00,17:50:00,17162,3,0
63_4_5015_0_17:45,17:52:00,17:52:00,16868,4,0
63_4_5015_0_17:45,17:54:00,17:54:00,17163,5,0
63_4_5015_0_17:45,17:55:00,17:55:00,17164,6,0
63_4_5015_0_17:45,17:56:00,17:56:00,17165,7,0
63_4_5015_0_17:45,17:58:00,17:58:00,16867,8,0
63_4_5015_0_17:45,18:00:00,18:00:00,17166,9,0
63_4_5015_0_17:45,18:01:00,18:01:00,16833,10,0
63_4_5015_0_17:45,18:02:00,18:02:00,17167,11,0
63_4_5015_0_17:45,18:08:00,18:08:00,16866,12,0
63_4_5015_0_17:45,18:10:00,18:10:00,17168,13,0
63_4_5015_0_17:45,18:11:00,18:11:00,16845,14,0
63_4_5015_0_17:45,18:14:00,18:14:00,17119,15,1
63_4_5015_0_18:15,18:15:00,18:15:00,16815,1,1
63_4_5015_0_18:15,18:16:00,18:16:00,17287,2,0
63_4_5015_0_18:15,18:20:00,18:20:00,17162,3,0
63_4_5015_0_18:15,18:22:00,18:22:00,16868,4,0
63_4_5015_0_18:15,18:24:00,18:24:00,17163,5,0
63_4_5015_0_18:15,18:25:00,18:25:00,17164,6,0
63_4_5015_0_18:15,18:26:00,18:26:00,17165,7,0
63_4_5015_0_18:15,18:28:00,18:28:00,16867,8,0
63_4_5015_0_18:15,18:30:00,18:30:00,17166,9,0
63_4_5015_0_18:15,18:31:00,18:31:00,16833,10,0
63_4_5015_0_18:15,18:32:00,18:32:00,17167,11,0
63_4_5015_0_18:15,18:38:00,18:38:00,16866,12,0
63_4_5015_0_18:15,18:40:00,18:40:00,17168,13,0
63_4_5015_0_18:15,18:41:00,18:41:00,16845,14,0
63_4_5015_0_18:15,18:44:00,18:44:00,17119,15,1
63_4_5015_0_18:30,18:30:00,18:30:00,16815,1,1
63_4_5015_0_18:30,18:31:00,18:31:00,17287,2,0
63_4_5015_0_18:30,18:35:00,18:35:00,17162,3,0
63_4_5015_0_18:30,18:37:00,18:37:00,16868,4,0
63_4_5015_0_18:30,18:39:00,18:39:00,17163,5,0
63_4_5015_0_18:30,18:40:00,18:40:00,17164,6,0
63_4_5015_0_18:30,18:41:00,18:41:00,17165,7,0
63_4_5015_0_18:30,18:43:00,18:43:00,16867,8,0
63_4_5015_0_18:30,18:45:00,18:45:00,17166,9,0
63_4_5015_0_18:30,18:46:00,18:46:00,16833,10,0
63_4_5015_0_18:30,18:47:00,18:47:00,17167,11,0
63_4_5015_0_18:30,18:53:00,18:53:00,16866,12,0
63_4_5015_0_18:30,18:55:00,18:55:00,17168,13,0
63_4_5015_0_18:30,18:56:00,18:56:00,16845,14,0
63_4_5015_0_18:30,18:59:00,18:59:00,17119,15,1
63_4_5015_0_18:30,18:30:00,18:30:00,16815,1,1
63_4_5015_0_18:30,18:31:00,18:31:00,17287,2,0
63_4_5015_0_18:30,18:35:00,18:35:00,17162,3,0
63_4_5015_0_18:30,18:37:00,18:37:00,16868,4,0
63_4_5015_0_18:30,18:39:00,18:39:00,17163,5,0
63_4_5015_0_18:30,18:40:00,18:40:00,17164,6,0
63_4_5015_0_18:30,18:41:00,18:41:00,17165,7,0
63_4_5015_0_18:30,18:43:00,18:43:00,16867,8,0
63_4_5015_0_18:30,18:45:00,18:45:00,17166,9,0
63_4_5015_0_18:30,18:46:00,18:46:00,16833,10,0
63_4_5015_0_18:30,18:47:00,18:47:00,17167,11,0
63_4_5015_0_18:30,18:53:00,18:53:00,16866,12,0
63_4_5015_0_18:30,18:55:00,18:55:00,17168,13,0
63_4_5015_0_18:30,18:56:00,18:56:00,16845,14,0
63_4_5015_0_18:30,18:59:00,18:59:00,17119,15,1
63_4_5015_0_19:10,19:10:00,19:10:00,16815,1,1
63_4_5015_0_19:10,19:11:00,19:11:00,17287,2,0
63_4_5015_0_19:10,19:15:00,19:15:00,17162,3,0
63_4_5015_0_19:10,19:17:00,19:17:00,16868,4,0
63_4_5015_0_19:10,19:19:00,19:19:00,17163,5,0
63_4_5015_0_19:10,19:20:00,19:20:00,17164,6,0
63_4_5015_0_19:10,19:21:00,19:21:00,17165,7,0
63_4_5015_0_19:10,19:23:00,19:23:00,16867,8,0
63_4_5015_0_19:10,19:25:00,19:25:00,17166,9,0
63_4_5015_0_19:10,19:26:00,19:26:00,16833,10,0
63_4_5015_0_19:10,19:27:00,19:27:00,17167,11,0
63_4_5015_0_19:10,19:33:00,19:33:00,16866,12,0
63_4_5015_0_19:10,19:35:00,19:35:00,17168,13,0
63_4_5015_0_19:10,19:36:00,19:36:00,16845,14,0
63_4_5015_0_19:10,19:39:00,19:39:00,17119,15,1
63_4_5029_0_07:50,07:50:00,07:50:00,17127,1,1
